"id","data_inversa","br","municipio","tipo_acidente"
"318732","11/2/2020","381","IGARAPE","Saída de leito carroçável"
"318735","11/2/2020","381","TRES CORACOES","Colisão traseira"
"318756","11/2/2020","40","SETE LAGOAS","Colisão lateral"
"318761","11/2/2020","381","BETIM","Colisão traseira"
"318763","11/2/2020","354","CAXAMBU","Colisão frontal"
"318771","11/2/2020","40","CONSELHEIRO LAFAIETE","Saída de leito carroçável"
"318778","11/2/2020","381","EXTREMA","Colisão traseira"
"318783","11/2/2020","381","IGARAPE","Colisão lateral"
"318788","11/2/2020","381","BETIM","Colisão traseira"
"318796","11/2/2020","40","CONTAGEM","Colisão traseira"
"318825","11/1/2020","251","GRAO MOGOL","Saída de leito carroçável"
"318833","11/2/2020","40","PARAOPEBA","Colisão lateral"
"318834","11/2/2020","40","PARAOPEBA","Colisão traseira"
"318853","11/2/2020","262","CORREGO DANTA","Colisão transversal"
"318858","11/2/2020","381","BETIM","Colisão com objeto estático"
"318860","11/2/2020","116","ITAOBIM","Colisão traseira"
"318866","11/2/2020","116","JAMPRUCA","Saída de leito carroçável"
"318868","11/2/2020","50","UBERABA","Colisão traseira"
"318885","11/3/2020","381","BETIM","Colisão traseira"
"318901","11/3/2020","50","UBERABA","Tombamento"
"318906","11/3/2020","251","FRANCISCO SA","Saída de leito carroçável"
"318915","11/3/2020","381","BETIM","Colisão traseira"
"318919","11/3/2020","40","RIBEIRAO DAS NEVES","Atropelamento de Pedestre"
"318926","11/3/2020","40","FELIXLANDIA","Colisão com objeto estático"
"318937","11/3/2020","40","ITABIRITO","Colisão frontal"
"318941","11/3/2020","381","JOAO MONLEVADE","Tombamento"
"318955","11/3/2020","381","JOAO MONLEVADE","Saída de leito carroçável"
"318958","11/3/2020","354","POUSO ALTO","Tombamento"
"318971","11/3/2020","251","CACHOEIRA DE PAJEU","Engavetamento"
"318972","11/3/2020","251","FRANCISCO SA","Colisão com objeto estático"
"318998","11/3/2020","381","IGARAPE","Colisão traseira"
"319022","11/3/2020","40","CARANDAI","Colisão transversal"
"319036","10/30/2020","40","SETE LAGOAS","Saída de leito carroçável"
"319038","11/3/2020","50","UBERLANDIA","Tombamento"
"319039","11/3/2020","50","UBERLANDIA","Colisão traseira"
"319041","11/3/2020","381","SABARA","Atropelamento de Pedestre"
"319043","11/3/2020","262","RIO CASCA","Incêndio"
"319050","11/3/2020","262","CORREGO DANTA","Colisão frontal"
"319057","11/3/2020","116","CARATINGA","Colisão transversal"
"319061","11/3/2020","40","JUIZ DE FORA","Tombamento"
"319072","11/4/2020","381","EXTREMA","Saída de leito carroçável"
"319080","11/4/2020","381","BETIM","Queda de ocupante de veículo"
"319081","11/4/2020","40","CONTAGEM","Colisão traseira"
"319088","11/4/2020","50","UBERLANDIA","Atropelamento de Pedestre"
"319090","11/4/2020","381","CAMANDUCAIA","Tombamento"
"319102","11/4/2020","381","SAO GONCALO DO SAPUCAI","Saída de leito carroçável"
"319109","11/4/2020","116","PONTO DOS VOLANTES","Colisão traseira"
"319145","11/4/2020","267","CAXAMBU","Saída de leito carroçável"
"319148","11/4/2020","365","UBERLANDIA","Colisão com objeto em movimento"
"319154","11/4/2020","40","CONTAGEM","Colisão traseira"
"319164","11/4/2020","251","MONTES CLAROS","Atropelamento de Animal"
"319175","11/4/2020","146","POCOS DE CALDAS","Colisão com objeto estático"
"319176","11/4/2020","365","ITUIUTABA","Colisão traseira"
"319183","11/4/2020","251","GRAO MOGOL","Capotamento"
"319205","11/4/2020","116","CATUJI","Saída de leito carroçável"
"319213","11/5/2020","381","TRES CORACOES","Saída de leito carroçável"
"319220","11/5/2020","381","PERDOES","Colisão traseira"
"319222","11/5/2020","381","CAMPANHA","Saída de leito carroçável"
"319223","11/5/2020","356","MURIAE","Colisão lateral"
"319224","11/5/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"319229","11/5/2020","116","UBAPORANGA","Tombamento"
"319240","5/21/2020","40","NOVA LIMA","Atropelamento de Pedestre"
"319298","11/5/2020","40","CARANDAI","Colisão transversal"
"319305","11/5/2020","50","UBERABA","Colisão traseira"
"319311","11/5/2020","116","LARANJAL","Saída de leito carroçável"
"319338","11/5/2020","116","MIRADOURO","Saída de leito carroçável"
"319342","11/5/2020","40","BELO HORIZONTE","Colisão lateral"
"319353","11/5/2020","381","CONTAGEM","Colisão lateral"
"319376","11/5/2020","381","SAO JOAQUIM DE BICAS","Colisão lateral"
"319403","11/5/2020","381","JAGUARACU","Queda de ocupante de veículo"
"319413","11/5/2020","251","GRAO MOGOL","Atropelamento de Animal"
"319414","11/6/2020","116","MANHUACU","Incêndio"
"319416","11/6/2020","381","SABARA","Saída de leito carroçável"
"319425","11/6/2020","40","SETE LAGOAS","Saída de leito carroçável"
"319442","11/6/2020","267","ARGIRITA","Colisão com objeto estático"
"319446","11/6/2020","116","ITAOBIM","Colisão com objeto estático"
"319478","11/6/2020","262","ABRE CAMPO","Colisão frontal"
"319492","11/6/2020","365","UBERLANDIA","Colisão traseira"
"319505","11/6/2020","40","CONSELHEIRO LAFAIETE","Colisão traseira"
"319506","11/6/2020","381","SAO GONCALO DO RIO ABAIXO","Incêndio"
"319529","11/6/2020","381","SAO JOAQUIM DE BICAS","Incêndio"
"319547","11/6/2020","40","BELO HORIZONTE","Colisão lateral"
"319555","11/6/2020","381","IGARAPE","Queda de ocupante de veículo"
"319569","11/6/2020","40","CONGONHAS","Colisão frontal"
"319582","11/6/2020","116","TEOFILO OTONI","Colisão frontal"
"319588","11/6/2020","116","CATUJI","Colisão com objeto estático"
"319600","11/7/2020","50","UBERABA","Saída de leito carroçável"
"319616","10/1/2020","50","UBERLANDIA","Colisão traseira"
"319617","11/7/2020","365","UBERLANDIA","Colisão com objeto estático"
"319620","11/6/2020","40","JOAO PINHEIRO","Colisão com objeto estático"
"319652","11/7/2020","50","ARAGUARI","Colisão com objeto estático"
"319663","11/7/2020","40","CONGONHAS","Tombamento"
"319664","11/7/2020","262","CAMPOS ALTOS","Saída de leito carroçável"
"319666","11/7/2020","50","ARAGUARI","Saída de leito carroçável"
"319674","10/26/2020","381","NEPOMUCENO","Incêndio"
"319704","11/7/2020","40","CONSELHEIRO LAFAIETE","Colisão traseira"
"319726","11/7/2020","116","ITAMBACURI","Saída de leito carroçável"
"319731","11/7/2020","50","UBERABA","Colisão traseira"
"319748","11/7/2020","116","CARATINGA","Colisão transversal"
"319758","11/7/2020","381","BETIM","Atropelamento de Pedestre"
"319762","11/7/2020","459","CONGONHAL","Colisão frontal"
"319814","11/7/2020","50","UBERABA","Colisão lateral"
"319877","11/8/2020","40","MATIAS BARBOSA","Tombamento"
"319898","11/8/2020","262","FLORESTAL","Colisão traseira"
"319904","2/15/2020","365","JOAO PINHEIRO","Colisão com objeto estático"
"319920","11/8/2020","262","JUATUBA","Saída de leito carroçável"
"319924","10/3/2020","40","JUIZ DE FORA","Saída de leito carroçável"
"319927","11/8/2020","381","POUSO ALEGRE","Saída de leito carroçável"
"319954","11/7/2020","381","PERIQUITO","Colisão lateral"
"319958","11/8/2020","381","BETIM","Colisão traseira"
"319966","11/8/2020","116","CATUJI","Saída de leito carroçável"
"319988","11/8/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"319993","11/8/2020","251","FRANCISCO SA","Tombamento"
"319994","11/8/2020","381","IGARAPE","Colisão com objeto estático"
"320025","11/8/2020","116","ENGENHEIRO CALDAS","Saída de leito carroçável"
"320031","11/8/2020","381","BELO ORIENTE","Colisão lateral"
"320049","11/8/2020","50","UBERLANDIA","Colisão traseira"
"320050","11/8/2020","40","SETE LAGOAS","Colisão traseira"
"320059","11/8/2020","381","SANTO ANTONIO DO AMPARO","Colisão com objeto estático"
"320060","11/8/2020","381","BELO HORIZONTE","Atropelamento de Pedestre"
"320062","11/8/2020","267","LIMA DUARTE","Colisão lateral"
"320069","11/8/2020","262","CAMPO FLORIDO","Colisão traseira"
"320075","11/8/2020","381","BETIM","Colisão lateral"
"320093","11/8/2020","381","BOM JESUS DO AMPARO","Colisão com objeto estático"
"320117","11/9/2020","40","ITABIRITO","Saída de leito carroçável"
"320165","11/9/2020","381","EXTREMA","Atropelamento de Pedestre"
"320175","11/9/2020","251","MONTES CLAROS","Colisão transversal"
"320176","11/9/2020","146","GUAXUPE","Colisão frontal"
"320189","1/31/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"320194","11/9/2020","262","UBERABA","Colisão traseira"
"320199","11/9/2020","365","UBERLANDIA","Saída de leito carroçável"
"320213","11/9/2020","50","UBERABA","Colisão com objeto estático"
"320214","11/9/2020","267","JUIZ DE FORA","Colisão traseira"
"320224","10/28/2020","262","JUATUBA","Colisão traseira"
"320227","11/9/2020","116","UBAPORANGA","Saída de leito carroçável"
"320278","11/9/2020","381","BETIM","Colisão lateral"
"320288","7/19/2020","50","UBERLANDIA","Colisão transversal"
"320293","11/9/2020","40","CONTAGEM","Colisão traseira"
"320301","11/9/2020","381","EXTREMA","Colisão traseira"
"320302","11/9/2020","50","UBERABA","Colisão traseira"
"320304","11/9/2020","365","UBERLANDIA","Colisão traseira"
"320310","11/9/2020","116","ORIZANIA","Saída de leito carroçável"
"320319","11/9/2020","116","CARAI","Capotamento"
"320326","11/9/2020","153","COMENDADOR GOMES","Saída de leito carroçável"
"320346","11/10/2020","262","UBERABA","Colisão com objeto estático"
"320350","11/10/2020","381","SAO SEBASTIAO DA BELA VISTA","Colisão traseira"
"320352","11/10/2020","365","UBERLANDIA","Colisão traseira"
"320354","11/10/2020","381","BETIM","Colisão com objeto estático"
"320356","11/10/2020","40","CAETANOPOLIS","Engavetamento"
"320363","11/9/2020","116","UBAPORANGA","Tombamento"
"320364","11/10/2020","262","RIO CASCA","Atropelamento de Pedestre"
"320370","10/19/2020","40","NOVA LIMA","Colisão lateral"
"320383","11/10/2020","40","CARANDAI","Colisão transversal"
"320394","11/10/2020","365","MONTES CLAROS","Colisão frontal"
"320397","11/10/2020","381","CARMO DA CACHOEIRA","Tombamento"
"320403","11/10/2020","381","ANTONIO DIAS","Colisão frontal"
"320418","11/10/2020","40","CONSELHEIRO LAFAIETE","Colisão transversal"
"320424","11/10/2020","267","SERITINGA","Tombamento"
"320426","9/3/2020","40","CONTAGEM","Colisão transversal"
"320428","11/10/2020","146","POCOS DE CALDAS","Colisão lateral"
"320459","11/10/2020","116","CARATINGA","Tombamento"
"320464","11/10/2020","40","RIBEIRAO DAS NEVES","Engavetamento"
"320465","11/10/2020","50","UBERLANDIA","Colisão transversal"
"320473","11/10/2020","50","UBERLANDIA","Tombamento"
"320479","11/10/2020","262","BETIM","Saída de leito carroçável"
"320482","11/10/2020","381","NOVA ERA","Saída de leito carroçável"
"320491","11/10/2020","40","ESMERALDAS","Saída de leito carroçável"
"320511","11/10/2020","251","MONTES CLAROS","Colisão transversal"
"320516","11/10/2020","267","AIURUOCA","Saída de leito carroçável"
"320531","11/11/2020","381","SABARA","Atropelamento de Pedestre"
"320532","11/11/2020","50","UBERABA","Tombamento"
"320533","11/11/2020","50","UBERLANDIA","Colisão traseira"
"320534","11/11/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"320540","11/11/2020","262","UBERABA","Colisão traseira"
"320544","11/11/2020","40","ITABIRITO","Danos eventuais"
"320549","11/11/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"320553","11/11/2020","365","UBERLANDIA","Colisão traseira"
"320559","11/11/2020","262","IBIA","Queda de ocupante de veículo"
"320562","11/11/2020","381","LAVRAS","Colisão traseira"
"320591","11/11/2020","365","PATROCINIO","Colisão traseira"
"320615","11/11/2020","381","POUSO ALEGRE","Tombamento"
"320619","11/11/2020","40","SANTOS DUMONT","Colisão frontal"
"320624","11/11/2020","116","SANTA BARBARA DO LESTE","Colisão transversal"
"320625","11/11/2020","381","CAETE","Colisão lateral"
"320628","11/11/2020","381","BETIM","Colisão lateral"
"320636","11/11/2020","50","UBERLANDIA","Saída de leito carroçável"
"320644","11/11/2020","40","SETE LAGOAS","Saída de leito carroçável"
"320645","11/11/2020","40","CONGONHAS","Colisão traseira"
"320652","11/11/2020","116","MURIAE","Colisão com objeto estático"
"320655","11/11/2020","146","POCOS DE CALDAS","Colisão lateral"
"320659","11/11/2020","381","CAMBUI","Colisão com objeto estático"
"320680","11/11/2020","459","POUSO ALEGRE","Colisão lateral"
"320697","11/11/2020","251","PADRE CARVALHO","Colisão frontal"
"320699","11/11/2020","365","UBERLANDIA","Queda de ocupante de veículo"
"320701","11/11/2020","116","TEOFILO OTONI","Colisão transversal"
"320723","11/11/2020","267","JUIZ DE FORA","Colisão frontal"
"320755","11/12/2020","365","EUGENOPOLIS","Colisão com objeto estático"
"320772","11/12/2020","50","UBERLANDIA","Saída de leito carroçável"
"320781","11/12/2020","381","BETIM","Colisão traseira"
"320794","11/12/2020","381","BETIM","Queda de ocupante de veículo"
"320818","11/12/2020","40","TRES MARIAS","Tombamento"
"320820","11/12/2020","381","ITAGUARA","Saída de leito carroçável"
"320824","11/12/2020","381","NOVA ERA","Colisão frontal"
"320835","11/12/2020","262","LUZ","Tombamento"
"320837","11/12/2020","381","ESTIVA","Colisão com objeto estático"
"320844","11/12/2020","153","FRONTEIRA","Queda de ocupante de veículo"
"320846","11/12/2020","116","MANHUACU","Colisão frontal"
"320852","9/9/2020","40","CONTAGEM","Incêndio"
"320855","11/12/2020","381","JOAO MONLEVADE","Colisão lateral"
"320860","11/12/2020","40","RIBEIRAO DAS NEVES","Colisão com objeto estático"
"320862","11/12/2020","381","POUSO ALEGRE","Saída de leito carroçável"
"320864","11/12/2020","354","ITAMONTE","Colisão lateral"
"320884","11/12/2020","153","FRUTAL","Colisão transversal"
"320895","11/12/2020","116","TEOFILO OTONI","Colisão frontal"
"320897","11/12/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"320910","11/12/2020","262","CAMPOS ALTOS","Colisão frontal"
"320927","11/12/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"320928","9/29/2020","116","MIRADOURO","Atropelamento de Animal"
"320937","11/13/2020","381","BETIM","Colisão lateral"
"320941","11/12/2020","267","GUARARA","Colisão frontal"
"320951","11/13/2020","50","UBERABA","Colisão lateral"
"320954","11/13/2020","381","IGARAPE","Atropelamento de Pedestre"
"320955","11/13/2020","267","LIMA DUARTE","Atropelamento de Animal"
"320969","11/13/2020","116","MURIAE","Tombamento"
"320976","11/13/2020","116","ITAOBIM","Atropelamento de Animal"
"320985","11/13/2020","262","JUATUBA","Saída de leito carroçável"
"320987","11/13/2020","381","BETIM","Colisão traseira"
"320988","9/29/2020","116","MURIAE","Colisão lateral"
"320999","11/13/2020","381","NOVA ERA","Saída de leito carroçável"
"321004","11/13/2020","381","SABARA","Colisão frontal"
"321015","11/13/2020","381","CONTAGEM","Colisão lateral"
"321022","11/13/2020","50","UBERLANDIA","Colisão traseira"
"321030","11/13/2020","381","OLIVEIRA","Saída de leito carroçável"
"321038","11/13/2020","262","MATEUS LEME","Capotamento"
"321042","11/13/2020","116","CARATINGA","Colisão transversal"
"321068","11/13/2020","356","MURIAE","Colisão traseira"
"321069","11/13/2020","365","UBERLANDIA","Colisão lateral"
"321072","11/13/2020","381","CONTAGEM","Colisão traseira"
"321080","11/13/2020","365","VARZEA DA PALMA","Saída de leito carroçável"
"321089","11/13/2020","40","CONGONHAS","Colisão lateral"
"321098","11/13/2020","50","ARAGUARI","Colisão com objeto estático"
"321101","11/13/2020","40","TRES MARIAS","Saída de leito carroçável"
"321108","11/13/2020","116","PADRE PARAISO","Tombamento"
"321124","11/13/2020","40","NOVA LIMA","Colisão transversal"
"321143","11/13/2020","365","ITUIUTABA","Colisão transversal"
"321154","11/13/2020","116","SAO FRANCISCO DO GLORIA","Colisão transversal"
"321170","11/13/2020","365","UBERLANDIA","Saída de leito carroçável"
"321172","10/16/2020","40","NOVA LIMA","Colisão transversal"
"321178","11/13/2020","116","ITAOBIM","Atropelamento de Animal"
"321181","11/13/2020","262","LUZ","Colisão frontal"
"321188","9/22/2020","381","SAO GONCALO DO RIO ABAIXO","Saída de leito carroçável"
"321205","11/13/2020","116","CARATINGA","Colisão transversal"
"321207","11/13/2020","251","GRAO MOGOL","Saída de leito carroçável"
"321214","11/13/2020","262","MANHUACU","Atropelamento de Animal"
"321222","11/14/2020","381","NOVA ERA","Atropelamento de Pedestre"
"321223","11/14/2020","381","JOAO MONLEVADE","Colisão frontal"
"321272","11/14/2020","381","POUSO ALEGRE","Colisão com objeto estático"
"321289","11/14/2020","40","CONGONHAS","Colisão frontal"
"321290","11/14/2020","40","RESSAQUINHA","Colisão traseira"
"321297","11/11/2020","40","PARACATU","Atropelamento de Pedestre"
"321299","11/14/2020","381","BETIM","Colisão lateral"
"321301","11/14/2020","381","BELO HORIZONTE","Colisão lateral"
"321311","11/14/2020","381","JOAO MONLEVADE","Colisão com objeto estático"
"321312","11/14/2020","262","LUZ","Capotamento"
"321314","11/14/2020","116","CARATINGA","Colisão lateral"
"321315","11/14/2020","381","CAREACU","Colisão com objeto estático"
"321322","11/14/2020","116","PONTO DOS VOLANTES","Colisão traseira"
"321332","11/14/2020","50","UBERLANDIA","Saída de leito carroçável"
"321335","11/14/2020","381","NOVA ERA","Colisão lateral"
"321336","11/14/2020","262","UBERABA","Colisão traseira"
"321345","11/14/2020","40","JUIZ DE FORA","Colisão lateral"
"321414","11/14/2020","40","SETE LAGOAS","Saída de leito carroçável"
"321431","11/14/2020","40","CARANDAI","Colisão lateral"
"321438","11/14/2020","354","CAXAMBU","Saída de leito carroçável"
"321439","11/14/2020","40","RIBEIRAO DAS NEVES","Atropelamento de Pedestre"
"321447","11/14/2020","381","EXTREMA","Colisão transversal"
"321449","11/14/2020","50","UBERLANDIA","Capotamento"
"321458","11/14/2020","116","MURIAE","Colisão com objeto estático"
"321477","11/14/2020","40","SAO GONCALO DO ABAETE","Saída de leito carroçável"
"321479","11/14/2020","381","BELO ORIENTE","Saída de leito carroçável"
"321484","11/14/2020","153","PRATA","Colisão frontal"
"321496","11/15/2020","50","UBERLANDIA","Colisão traseira"
"321534","11/12/2020","381","BELO HORIZONTE","Tombamento"
"321536","11/15/2020","381","BETIM","Queda de ocupante de veículo"
"321542","11/7/2020","50","ARAGUARI","Saída de leito carroçável"
"321562","11/15/2020","251","FRANCISCO SA","Colisão lateral"
"321566","11/15/2020","251","FRANCISCO SA","Colisão transversal"
"321574","11/15/2020","50","UBERABA","Colisão traseira"
"321581","11/15/2020","365","MONTES CLAROS","Colisão com objeto estático"
"321601","11/15/2020","381","SABARA","Colisão lateral"
"321610","11/15/2020","381","BOM JESUS DO AMPARO","Colisão frontal"
"321615","11/15/2020","381","NOVA ERA","Saída de leito carroçável"
"321619","11/15/2020","262","REDUTO","Incêndio"
"321656","11/15/2020","116","TEOFILO OTONI","Tombamento"
"321662","11/15/2020","381","BELO HORIZONTE","Colisão traseira"
"321669","11/15/2020","50","ARAGUARI","Saída de leito carroçável"
"321671","11/15/2020","262","UBERABA","Colisão traseira"
"321681","11/15/2020","262","UBERABA","Colisão traseira"
"321682","11/15/2020","381","CAMANDUCAIA","Atropelamento de Pedestre"
"321686","11/15/2020","262","BOM DESPACHO","Saída de leito carroçável"
"321688","11/15/2020","356","EUGENOPOLIS","Colisão lateral"
"321699","11/15/2020","262","IGARATINGA","Saída de leito carroçável"
"321706","11/15/2020","40","RESSAQUINHA","Colisão lateral"
"321713","11/15/2020","365","ITUIUTABA","Colisão traseira"
"321714","11/15/2020","50","UBERABA","Saída de leito carroçável"
"321756","11/15/2020","262","BOM DESPACHO","Saída de leito carroçável"
"321758","11/16/2020","354","ITAMONTE","Colisão com objeto estático"
"321759","11/16/2020","381","SAO SEBASTIAO DA BELA VISTA","Saída de leito carroçável"
"321768","11/15/2020","116","DIVISA ALEGRE","Tombamento"
"321779","11/16/2020","381","BETIM","Tombamento"
"321784","11/16/2020","381","CONTAGEM","Danos eventuais"
"321804","11/16/2020","153","PRATA","Colisão frontal"
"321807","11/16/2020","381","EXTREMA","Engavetamento"
"321811","11/16/2020","354","CAXAMBU","Saída de leito carroçável"
"321813","11/16/2020","381","LAVRAS","Capotamento"
"321816","11/16/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"321818","11/16/2020","381","RIO MANSO","Colisão com objeto estático"
"321826","11/17/2020","40","JUIZ DE FORA","Atropelamento de Animal"
"321835","11/16/2020","116","ITAMBACURI","Colisão transversal"
"321838","11/16/2020","40","CONSELHEIRO LAFAIETE","Tombamento"
"321839","11/16/2020","381","SANTO ANTONIO DO AMPARO","Saída de leito carroçável"
"321862","11/16/2020","50","UBERLANDIA","Saída de leito carroçável"
"321881","11/16/2020","116","MURIAE","Colisão lateral"
"321897","11/16/2020","365","ITUIUTABA","Colisão lateral"
"321918","11/16/2020","251","FRANCISCO SA","Colisão frontal"
"321931","11/17/2020","251","PADRE CARVALHO","Saída de leito carroçável"
"321942","11/17/2020","40","CONTAGEM","Tombamento"
"321951","11/17/2020","40","RIBEIRAO DAS NEVES","Colisão lateral"
"321957","11/17/2020","40","CONTAGEM","Colisão traseira"
"321967","11/16/2020","40","EWBANK DA CAMARA","Saída de leito carroçável"
"321975","11/17/2020","262","IBIA","Colisão frontal"
"321984","11/17/2020","381","CAMPANHA","Colisão traseira"
"321986","11/17/2020","381","JOAO MONLEVADE","Tombamento"
"321995","11/17/2020","381","JOAO MONLEVADE","Colisão transversal"
"322015","11/17/2020","116","INHAPIM","Tombamento"
"322020","11/17/2020","381","CAMPANHA","Saída de leito carroçável"
"322021","11/17/2020","262","MANHUACU","Colisão lateral"
"322023","11/17/2020","40","NOVA LIMA","Saída de leito carroçável"
"322025","11/17/2020","459","POUSO ALEGRE","Colisão frontal"
"322027","11/17/2020","262","ARAXA","Colisão traseira"
"322036","11/17/2020","365","UBERLANDIA","Colisão frontal"
"322049","11/17/2020","381","IGARAPE","Colisão traseira"
"322050","11/17/2020","116","TEOFILO OTONI","Colisão transversal"
"322061","11/17/2020","251","FRANCISCO SA","Colisão transversal"
"322064","11/17/2020","381","SAO SEBASTIAO DA BELA VISTA","Saída de leito carroçável"
"322085","11/17/2020","251","GRAO MOGOL","Colisão transversal"
"322091","11/17/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"322096","11/17/2020","381","SANTO ANTONIO DO AMPARO","Colisão traseira"
"322097","11/17/2020","40","SETE LAGOAS","Colisão traseira"
"322099","11/17/2020","116","TEOFILO OTONI","Colisão lateral"
"322112","11/18/2020","40","JOAO PINHEIRO","Colisão traseira"
"322121","11/18/2020","50","UBERABA","Colisão traseira"
"322124","11/18/2020","40","SETE LAGOAS","Colisão traseira"
"322125","11/14/2020","365","GURINHATA","Colisão lateral"
"322129","11/18/2020","40","PARACATU","Saída de leito carroçável"
"322143","11/18/2020","365","VARZEA DA PALMA","Saída de leito carroçável"
"322211","11/18/2020","365","UBERLANDIA","Colisão com objeto estático"
"322214","11/18/2020","50","UBERABA","Saída de leito carroçável"
"322215","11/18/2020","40","PARACATU","Queda de ocupante de veículo"
"322233","11/18/2020","262","UBERABA","Saída de leito carroçável"
"322237","11/18/2020","381","BETIM","Colisão traseira"
"322241","11/18/2020","365","JOAO PINHEIRO","Capotamento"
"322252","11/18/2020","381","CAETE","Colisão com objeto estático"
"322257","11/18/2020","381","BETIM","Engavetamento"
"322268","11/18/2020","381","BRUMADINHO","Colisão com objeto estático"
"322272","11/18/2020","116","CARATINGA","Colisão transversal"
"322277","11/18/2020","40","CONTAGEM","Capotamento"
"322278","11/18/2020","381","CAETE","Colisão traseira"
"322284","11/18/2020","381","BETIM","Queda de ocupante de veículo"
"322315","11/18/2020","262","MANHUACU","Atropelamento de Pedestre"
"322321","11/19/2020","267","JUIZ DE FORA","Saída de leito carroçável"
"322336","11/18/2020","381","BETIM","Queda de ocupante de veículo"
"322348","11/19/2020","262","CAMPOS ALTOS","Colisão traseira"
"322351","11/19/2020","116","DIVINO","Tombamento"
"322363","11/18/2020","40","TRES MARIAS","Tombamento"
"322376","11/19/2020","381","ITAGUARA","Saída de leito carroçável"
"322384","11/19/2020","251","GRAO MOGOL","Colisão lateral"
"322390","11/19/2020","381","LAVRAS","Saída de leito carroçável"
"322439","11/19/2020","262","IGARATINGA","Colisão transversal"
"322449","11/19/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"322454","11/19/2020","267","LIMA DUARTE","Tombamento"
"322460","11/19/2020","262","IGARATINGA","Saída de leito carroçável"
"322478","11/19/2020","262","JUATUBA","Atropelamento de Pedestre"
"322510","11/19/2020","116","ALEM PARAIBA","Colisão frontal"
"322524","11/20/2020","381","SANTO ANTONIO DO AMPARO","Tombamento"
"322525","11/20/2020","381","SANTO ANTONIO DO AMPARO","Colisão com objeto estático"
"322531","11/19/2020","381","SAO SEBASTIAO DA BELA VISTA","Colisão traseira"
"322532","11/20/2020","262","LUZ","Colisão traseira"
"322544","11/20/2020","267","LIBERDADE","Tombamento"
"322546","11/20/2020","459","CALDAS","Colisão lateral"
"322554","11/20/2020","40","RIBEIRAO DAS NEVES","Tombamento"
"322559","11/20/2020","381","SANTO ANTONIO DO AMPARO","Colisão com objeto estático"
"322575","11/20/2020","40","ITABIRITO","Saída de leito carroçável"
"322585","11/20/2020","262","UBERABA","Colisão traseira"
"322587","11/20/2020","40","MATIAS BARBOSA","Colisão traseira"
"322597","11/20/2020","40","RIBEIRAO DAS NEVES","Colisão traseira"
"322599","11/20/2020","40","SETE LAGOAS","Incêndio"
"322608","11/20/2020","381","CARMO DA CACHOEIRA","Queda de ocupante de veículo"
"322624","10/21/2020","356","MURIAE","Colisão lateral"
"322626","11/20/2020","356","MURIAE","Colisão transversal"
"322629","11/17/2020","50","UBERABA","Saída de leito carroçável"
"322634","11/20/2020","381","CAETE","Colisão frontal"
"322642","11/20/2020","251","CACHOEIRA DE PAJEU","Engavetamento"
"322660","11/20/2020","267","BICAS","Capotamento"
"322661","11/20/2020","356","MURIAE","Colisão traseira"
"322665","11/20/2020","40","CONTAGEM","Colisão traseira"
"322676","11/20/2020","381","SAO GONCALO DO RIO ABAIXO","Colisão frontal"
"322704","11/20/2020","381","CAREACU","Colisão traseira"
"322715","11/20/2020","40","RIBEIRAO DAS NEVES","Atropelamento de Pedestre"
"322722","11/20/2020","364","FRUTAL","Atropelamento de Pedestre"
"322729","11/20/2020","262","UBERABA","Colisão traseira"
"322736","11/20/2020","365","SANTA VITORIA","Saída de leito carroçável"
"322752","11/21/2020","40","OURO PRETO","Colisão traseira"
"322758","11/21/2020","365","BURITIZEIRO","Colisão frontal"
"322772","11/21/2020","381","CAREACU","Colisão com objeto estático"
"322787","11/21/2020","381","JOAO MONLEVADE","Colisão frontal"
"322791","11/21/2020","365","PATROCINIO","Capotamento"
"322795","11/21/2020","116","MURIAE","Colisão lateral"
"322796","11/21/2020","40","PARAOPEBA","Queda de ocupante de veículo"
"322802","11/21/2020","116","SANTA BARBARA DO LESTE","Colisão lateral"
"322839","11/21/2020","365","JOAO PINHEIRO","Colisão com objeto estático"
"322847","11/21/2020","262","MANHUACU","Colisão lateral"
"322860","11/21/2020","381","ITATIAIUCU","Queda de ocupante de veículo"
"322865","11/21/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"322876","11/21/2020","116","ITAOBIM","Colisão frontal"
"322881","11/21/2020","40","CARANDAI","Saída de leito carroçável"
"322882","11/21/2020","381","SABARA","Tombamento"
"322908","11/21/2020","116","MANHUACU","Atropelamento de Pedestre"
"322914","11/21/2020","381","SABARA","Colisão frontal"
"322925","11/21/2020","40","SANTOS DUMONT","Colisão frontal"
"322934","11/21/2020","40","JUIZ DE FORA","Colisão traseira"
"322938","11/21/2020","381","CAMBUI","Colisão com objeto estático"
